PACKAGE,Farmer_number,SEX,MS,EDU,FARMER.TYPE,Coordite,COMMUNITY.ME,LGA,SETORIAL.ZONE,STATE,geno_Trait,Trait
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Pgwt1
Package#123,43,F,Married,NCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt1
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt1
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt1
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_SuitSE1
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_SuitSE1
Package#123,43,F,Married,NCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_SuitSE1
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_SuitSE1
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_SuitSE1
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Ovi3
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Ovi3
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Ovi3
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Worst_Ovi3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Ovi3
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Sprout3
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Sprout3
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Sprout3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Sprout3
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Pgwt3
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_Pgwt3
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Pgwt3
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt3
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt3
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Canopy3
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Canopy3
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Canopy3
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Canopy3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Canopy3
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Worst_Canopy3
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_Branch3
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Branch3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Branch3
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Disease3
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Worst_Disease3
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Disease3
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Disease3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Disease3
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_Earlybulk3
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Earlybulk3
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Earlybulk3
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Earlybulk3
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Earlybulk3
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Ovi6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Ovi6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Ovi6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Ovi6
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Sprout6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Sprout6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Sprout6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Sprout6
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Pgwt6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Pgwt6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Pgwt6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Pgwt6
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Pgwt6
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Canopy6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Canopy6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Canopy6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Canopy6
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Worst_Canopy6
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_Canopy6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Branch6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Branch6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Branch6
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Branch6
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Disease6
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_Disease6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Disease6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Disease6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Disease6
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Disease6
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Disease6
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_Earlybulk6
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_Earlybulk6
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Earlybulk6
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_Earlybulk6
Package#123,43,F,Married,NCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_Earlybulk6
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_overimpr9MAP
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_overimpr9MAP
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_overimpr9MAP
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_overimpr9MAP
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_overimpr9MAP
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_overimpr9MAP
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_overimpr9MAP
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_pltgrwt9MAP
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_pltgrwt9MAP
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_pltgrwt9MAP
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_pltgrwt9MAP
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_pltgrwt9MAP
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_pltgrwt9MAP
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_pltgrwt9MAP
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_weed9MAP
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_weed9MAP
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_weed9MAP
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_weed9MAP
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_weed9MAP
Package#123,43,F,Married,NCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_weed9MAP
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_weed9MAP
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_weed9MAP
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_branch9MAP
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_branch9MAP
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_branch9MAP
Package#123,43,F,Married,NCE,,5'6146394N7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_branch9MAP
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_branch9MAP
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_branch9MAP
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_branch9MAP
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_branch9MAP
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_branch9MAP
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_suitability9MAP
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_suitability9MAP
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_HvYield12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_HvYield12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvYield12
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvYield12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_HvYield12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvYield12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_HvYield12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_HvDensity12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_HvDensity12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvDensity12
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvDensity12
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvDensity12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_HvDensity12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvDensity12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Best_HvRootcol12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_HvRootcol12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_HvRootcol12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvRootcol12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootcol12
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootcol12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_HvRootsiz12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_HvRootsiz12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvRootsiz12
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvRootsiz12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_HvRootsiz12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootsiz12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootsiz12
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootsiz12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_HvRootshp12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_HvRootshp12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvRootshp12
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvRootshp12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_HvRootshp12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootshp12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootshp12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvRootrot12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvRootrot12
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvRootrot12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_HvRootrot12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Worst_HvRootrot12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Worst_HvRootrot12
Package#158,78,F,Married ,SSCE,Producer/Processor,5'6245.18N  7'1934.84E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvRootrot12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_HvWodyfil12
Package#114,33,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Best_HvWodyfil12
Package#132,52,F,Married,OND,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvWodyfil12
Package#136,56,F,Single,SSCE,, 5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMS13F1153P0001,Best_HvWodyfil12
Package#85,5,M,Single,SSCE,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMS13F1153P0001,Worst_HvWodyfil12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Worst_HvWodyfil12
Package#152,72,F,Married ,Bed,Producer/Processor,5'6211868N 7'3245888E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMS13F1153P0001,Worst_HvWodyfil12
Package#95,15,F,Single,BSc,,5'5730476N7'0315259E,Umuawara Ubommiri Agbala,Mbaitolu,Owerri,Imo,TMS13F1153P0001,Best_EaseP12
Package#104,24,F,Married,SSCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMS13F1153P0001,Best_EaseP12
